,time,open,high,low,close,volume,average,barCount
46,2026-02-09 01:18:00+00:00,25239.5,25257.0,25235.25,25253.25,1586.0,25247.4,915
47,2026-02-09 01:21:00+00:00,25253.75,25261.25,25240.5,25243.0,2165.0,25250.4,1197
48,2026-02-09 01:24:00+00:00,25242.75,25256.25,25238.25,25248.5,1162.0,25247.7,666
49,2026-02-09 01:27:00+00:00,25248.0,25251.5,25235.5,25237.25,1058.0,25243.8,611
50,2026-02-09 01:30:00+00:00,25236.5,25263.25,25236.5,25259.25,1854.0,25251.1,1106
51,2026-02-09 01:33:00+00:00,25258.75,25259.5,25243.0,25254.5,1204.0,25251.75,724
52,2026-02-09 01:36:00+00:00,25255.0,25256.0,25224.25,25228.0,2244.0,25235.55,1272
53,2026-02-09 01:39:00+00:00,25227.5,25240.0,25220.0,25237.5,2406.0,25228.4,1389
54,2026-02-09 01:42:00+00:00,25237.25,25237.75,25225.0,25229.5,1098.0,25230.525,677
55,2026-02-09 01:45:00+00:00,25229.75,25233.0,25203.5,25228.5,3369.0,25216.125,1828
56,2026-02-09 01:48:00+00:00,25228.0,25235.0,25206.5,25214.0,2173.0,25221.375,1230
57,2026-02-09 01:51:00+00:00,25214.0,25229.0,25211.0,25213.25,1651.0,25219.875,923
58,2026-02-09 01:54:00+00:00,25212.5,25219.0,25204.75,25210.0,1576.0,25210.825,879
59,2026-02-09 01:57:00+00:00,25210.5,25222.75,25196.25,25217.75,2196.0,25210.375,1281
60,2026-02-09 02:00:00+00:00,25217.5,25224.75,25209.0,25214.5,1825.0,25218.1,1028
61,2026-02-09 02:03:00+00:00,25214.75,25230.25,25207.5,25225.75,1791.0,25220.575,1011
62,2026-02-09 02:06:00+00:00,25226.75,25240.5,25221.25,25238.0,1383.0,25232.3,834
63,2026-02-09 02:09:00+00:00,25238.75,25252.5,25238.75,25242.75,2243.0,25245.275,1265
64,2026-02-09 02:12:00+00:00,25242.0,25242.25,25223.0,25227.25,1728.0,25231.225,967
65,2026-02-09 02:15:00+00:00,25227.0,25230.75,25221.5,25229.5,894.0,25225.725,548
66,2026-02-09 02:18:00+00:00,25229.25,25233.5,25224.25,25232.75,621.0,25228.95,386
67,2026-02-09 02:21:00+00:00,25232.0,25242.25,25226.25,25234.75,1016.0,25233.925,653
68,2026-02-09 02:24:00+00:00,25234.5,25237.5,25214.25,25217.5,1546.0,25224.7,927
69,2026-02-09 02:27:00+00:00,25217.0,25230.75,25213.0,25225.25,1279.0,25220.9,774
70,2026-02-09 02:30:00+00:00,25226.0,25249.75,25225.5,25248.5,1550.0,25240.025,890
71,2026-02-09 02:33:00+00:00,25248.5,25253.25,25242.75,25252.0,940.0,25247.325,562
72,2026-02-09 02:36:00+00:00,25252.25,25257.75,25246.75,25249.5,1415.0,25253.475,798
73,2026-02-09 02:39:00+00:00,25249.25,25260.0,25243.25,25258.0,1306.0,25251.825,736
74,2026-02-09 02:42:00+00:00,25258.0,25266.0,25254.25,25258.25,1421.0,25260.05,714
75,2026-02-09 02:45:00+00:00,25258.0,25262.25,25250.0,25251.5,920.0,25255.65,517
76,2026-02-09 02:48:00+00:00,25251.25,25259.25,25248.0,25249.25,770.0,25252.7,450
77,2026-02-09 02:51:00+00:00,25249.75,25251.0,25243.75,25246.75,833.0,25247.2,446
78,2026-02-09 02:54:00+00:00,25246.5,25258.5,25235.75,25237.0,1413.0,25244.525,770
79,2026-02-09 02:57:00+00:00,25236.5,25236.75,25221.0,25228.25,1820.0,25227.4,982
80,2026-02-09 03:00:00+00:00,25228.25,25242.25,25227.0,25233.25,1346.0,25233.275,838
81,2026-02-09 03:03:00+00:00,25233.0,25234.75,25224.0,25227.5,643.0,25229.525,402
82,2026-02-09 03:06:00+00:00,25227.25,25231.0,25220.75,25224.5,603.0,25224.975,375
83,2026-02-09 03:09:00+00:00,25225.0,25229.25,25217.5,25223.75,817.0,25222.725,504
84,2026-02-09 03:12:00+00:00,25225.0,25226.25,25219.0,25226.25,451.0,25222.7,270
85,2026-02-09 03:15:00+00:00,25225.5,25236.5,25224.25,25231.0,1016.0,25231.025,602
86,2026-02-09 03:18:00+00:00,25230.75,25231.25,25216.75,25224.5,934.0,25222.45,555
87,2026-02-09 03:21:00+00:00,25224.5,25232.25,25224.25,25230.5,562.0,25227.95,318
88,2026-02-09 03:24:00+00:00,25230.25,25234.5,25221.5,25223.75,750.0,25228.525,369
89,2026-02-09 03:27:00+00:00,25222.5,25223.25,25214.5,25215.25,658.0,25219.075,391
90,2026-02-09 03:30:00+00:00,25215.0,25228.25,25204.75,25226.25,2041.0,25215.025,1175
91,2026-02-09 03:33:00+00:00,25226.5,25227.0,25203.0,25204.0,1254.0,25213.7,705
92,2026-02-09 03:36:00+00:00,25204.0,25208.25,25191.25,25205.25,2474.0,25200.15,1336
93,2026-02-09 03:39:00+00:00,25205.5,25211.5,25198.25,25198.75,882.0,25204.35,534
94,2026-02-09 03:42:00+00:00,25199.25,25212.5,25195.75,25208.75,1067.0,25203.575,624
95,2026-02-09 03:45:00+00:00,25209.5,25211.75,25203.0,25203.5,607.0,25206.55,359
96,2026-02-09 03:48:00+00:00,25202.5,25209.0,25193.25,25205.0,1168.0,25200.825,640
97,2026-02-09 03:51:00+00:00,25205.5,25219.5,25202.0,25216.75,993.0,25211.625,558
98,2026-02-09 03:54:00+00:00,25216.75,25217.0,25196.25,25198.5,906.0,25206.725,532
99,2026-02-09 03:57:00+00:00,25198.25,25201.5,25188.0,25189.75,1289.0,25192.75,704
100,2026-02-09 04:00:00+00:00,25190.0,25219.5,25188.75,25210.75,1931.0,25207.975,1059
101,2026-02-09 04:03:00+00:00,25211.25,25221.75,25211.0,25216.0,1069.0,25215.75,544
102,2026-02-09 04:06:00+00:00,25216.75,25223.0,25214.0,25219.5,1038.0,25219.55,575
103,2026-02-09 04:09:00+00:00,25219.0,25223.0,25215.5,25219.5,499.0,25219.925,309
104,2026-02-09 04:12:00+00:00,25219.75,25219.75,25212.5,25214.75,449.0,25216.7,247
105,2026-02-09 04:15:00+00:00,25214.5,25217.25,25211.0,25214.75,577.0,25213.975,332
106,2026-02-09 04:18:00+00:00,25214.75,25220.25,25210.75,25217.25,633.0,25215.975,344
107,2026-02-09 04:21:00+00:00,25215.75,25216.25,25205.25,25213.0,1102.0,25209.475,497
108,2026-02-09 04:24:00+00:00,25213.25,25218.75,25206.25,25212.5,800.0,25213.275,394
109,2026-02-09 04:27:00+00:00,25213.25,25215.5,25211.75,25213.25,331.0,25214.1,179
110,2026-02-09 04:30:00+00:00,25213.75,25214.75,25198.0,25198.5,1265.0,25204.875,598
111,2026-02-09 04:33:00+00:00,25199.25,25201.5,25194.75,25194.75,795.0,25198.0,403
112,2026-02-09 04:36:00+00:00,25194.75,25203.25,25194.0,25196.75,789.0,25196.875,426
113,2026-02-09 04:39:00+00:00,25196.5,25206.75,25193.25,25206.25,655.0,25200.525,387
114,2026-02-09 04:42:00+00:00,25206.25,25209.0,25194.25,25199.0,686.0,25201.9,413
115,2026-02-09 04:45:00+00:00,25199.0,25204.25,25192.75,25202.25,462.0,25200.025,292
116,2026-02-09 04:48:00+00:00,25201.5,25202.75,25198.0,25201.5,279.0,25200.875,169
117,2026-02-09 04:51:00+00:00,25201.25,25203.25,25182.0,25186.5,1616.0,25188.375,834
118,2026-02-09 04:54:00+00:00,25187.0,25194.0,25180.0,25188.25,1102.0,25186.425,624
119,2026-02-09 04:57:00+00:00,25188.0,25191.5,25184.0,25187.5,395.0,25187.325,235
120,2026-02-09 05:00:00+00:00,25187.0,25193.5,25181.25,25193.25,915.0,25187.2,513
121,2026-02-09 05:03:00+00:00,25192.0,25193.75,25182.75,25184.75,702.0,25187.925,412
122,2026-02-09 05:06:00+00:00,25184.75,25187.25,25176.75,25182.5,961.0,25181.35,504
123,2026-02-09 05:09:00+00:00,25182.5,25199.25,25180.75,25196.5,1205.0,25190.55,651
124,2026-02-09 05:12:00+00:00,25197.25,25200.75,25194.0,25194.75,666.0,25197.925,354
125,2026-02-09 05:15:00+00:00,25195.75,25209.25,25195.5,25206.0,1016.0,25204.0,547
126,2026-02-09 05:18:00+00:00,25206.5,25215.75,25206.0,25215.5,1118.0,25211.775,555
127,2026-02-09 05:21:00+00:00,25215.5,25222.5,25214.75,25220.25,1105.0,25218.6,529
128,2026-02-09 05:24:00+00:00,25219.75,25221.75,25213.5,25214.5,589.0,25216.725,331
129,2026-02-09 05:27:00+00:00,25214.5,25218.5,25205.75,25209.5,840.0,25210.425,440
130,2026-02-09 05:30:00+00:00,25208.75,25215.5,25201.0,25206.5,1022.0,25208.5,513
131,2026-02-09 05:33:00+00:00,25206.75,25229.0,25206.75,25223.0,1682.0,25220.575,911
132,2026-02-09 05:36:00+00:00,25222.5,25224.0,25214.5,25215.25,867.0,25220.45,442
133,2026-02-09 05:39:00+00:00,25215.5,25217.75,25198.75,25203.75,1329.0,25207.425,682
134,2026-02-09 05:42:00+00:00,25203.5,25207.25,25196.0,25198.0,830.0,25202.3,448
135,2026-02-09 05:45:00+00:00,25198.75,25200.0,25190.25,25198.75,976.0,25194.95,558
136,2026-02-09 05:48:00+00:00,25199.0,25207.75,25197.0,25202.0,701.0,25202.925,379
137,2026-02-09 05:51:00+00:00,25201.5,25218.75,25201.25,25217.75,758.0,25210.775,409
138,2026-02-09 05:54:00+00:00,25218.0,25220.0,25211.75,25215.25,658.0,25216.05,345
139,2026-02-09 05:57:00+00:00,25214.75,25218.0,25211.25,25215.5,317.0,25215.0,195
140,2026-02-09 06:00:00+00:00,25216.0,25222.0,25163.5,25185.5,7173.0,25189.35,4024
141,2026-02-09 06:03:00+00:00,25184.75,25194.75,25166.75,25190.25,2228.0,25178.925,1304
142,2026-02-09 06:06:00+00:00,25191.75,25203.75,25180.75,25201.75,1654.0,25193.225,928
143,2026-02-09 06:09:00+00:00,25201.75,25203.5,25186.75,25197.0,1461.0,25195.45,829
144,2026-02-09 06:12:00+00:00,25197.5,25202.0,25185.5,25195.0,707.0,25192.825,419
145,2026-02-09 06:15:00+00:00,25194.0,25194.5,25169.0,25176.0,1561.0,25180.475,820
146,2026-02-09 06:18:00+00:00,25176.0,25177.25,25158.75,25168.75,2363.0,25168.15,1249
147,2026-02-09 06:21:00+00:00,25168.75,25176.75,25163.0,25174.75,1265.0,25169.925,705
148,2026-02-09 06:24:00+00:00,25174.75,25181.25,25167.5,25172.5,1054.0,25175.375,593
149,2026-02-09 06:27:00+00:00,25172.75,25175.5,25164.75,25166.75,956.0,25170.2,475
150,2026-02-09 06:30:00+00:00,25167.5,25185.25,25164.5,25171.75,1591.0,25173.425,936
151,2026-02-09 06:33:00+00:00,25172.5,25189.0,25172.5,25184.25,1212.0,25182.9,667
152,2026-02-09 06:36:00+00:00,25185.0,25199.5,25184.5,25193.75,1034.0,25193.1,532
153,2026-02-09 06:39:00+00:00,25194.75,25201.0,25183.5,25187.75,986.0,25192.225,523
154,2026-02-09 06:42:00+00:00,25187.25,25195.75,25182.0,25183.25,726.0,25189.675,420
155,2026-02-09 06:45:00+00:00,25182.0,25195.0,25171.0,25194.5,1694.0,25179.775,922
156,2026-02-09 06:48:00+00:00,25194.0,25198.75,25186.0,25191.0,1148.0,25193.35,610
157,2026-02-09 06:51:00+00:00,25190.0,25193.0,25180.75,25192.0,693.0,25186.425,376
158,2026-02-09 06:54:00+00:00,25192.0,25198.75,25169.25,25171.5,1343.0,25184.5,716
159,2026-02-09 06:57:00+00:00,25170.75,25172.75,25156.75,25167.0,1706.0,25165.275,915
160,2026-02-09 07:00:00+00:00,25167.25,25170.25,25158.75,25162.0,1375.0,25164.5,815
161,2026-02-09 07:03:00+00:00,25162.0,25175.0,25156.0,25165.75,1275.0,25165.25,724
162,2026-02-09 07:06:00+00:00,25165.75,25181.75,25162.25,25166.5,1393.0,25172.875,754
163,2026-02-09 07:09:00+00:00,25166.0,25174.25,25163.0,25173.5,675.0,25168.425,415
164,2026-02-09 07:12:00+00:00,25173.75,25173.75,25152.75,25156.75,1423.0,25160.0,739
165,2026-02-09 07:15:00+00:00,25157.5,25169.75,25149.25,25167.25,2040.0,25159.25,1052
166,2026-02-09 07:18:00+00:00,25167.75,25172.25,25161.5,25167.0,887.0,25167.025,505
167,2026-02-09 07:21:00+00:00,25167.75,25167.75,25142.25,25144.25,2002.0,25149.3,1025
168,2026-02-09 07:24:00+00:00,25144.25,25152.75,25140.5,25148.0,1473.0,25147.525,772
169,2026-02-09 07:27:00+00:00,25147.75,25148.75,25131.75,25139.75,1588.0,25139.9,830
170,2026-02-09 07:30:00+00:00,25139.5,25141.0,25122.75,25131.25,1992.0,25132.425,1093
171,2026-02-09 07:33:00+00:00,25131.5,25136.25,25120.5,25133.5,1786.0,25128.55,954
172,2026-02-09 07:36:00+00:00,25133.0,25137.75,25128.75,25133.25,967.0,25133.425,541
173,2026-02-09 07:39:00+00:00,25133.5,25145.25,25132.0,25143.0,1063.0,25139.625,553
174,2026-02-09 07:42:00+00:00,25143.75,25152.0,25139.25,25144.75,1095.0,25147.35,590
175,2026-02-09 07:45:00+00:00,25144.75,25159.5,25144.25,25157.5,981.0,25152.525,542
176,2026-02-09 07:48:00+00:00,25158.25,25166.5,25149.25,25164.75,1057.0,25157.725,624
177,2026-02-09 07:51:00+00:00,25164.5,25174.75,25160.0,25168.5,1273.0,25166.75,699
178,2026-02-09 07:54:00+00:00,25168.5,25168.5,25150.5,25153.25,1337.0,25157.55,746
179,2026-02-09 07:57:00+00:00,25153.5,25164.5,25153.0,25159.25,1021.0,25159.025,611
180,2026-02-09 08:00:00+00:00,25159.25,25183.5,25154.25,25173.5,3532.0,25172.35,1977
181,2026-02-09 08:03:00+00:00,25173.25,25195.0,25171.5,25193.5,2862.0,25186.6,1447
182,2026-02-09 08:06:00+00:00,25193.25,25205.25,25191.0,25203.75,2238.0,25198.225,1207
183,2026-02-09 08:09:00+00:00,25203.75,25214.75,25200.25,25206.25,2709.0,25208.325,1417
184,2026-02-09 08:12:00+00:00,25206.75,25214.75,25196.25,25200.5,1634.0,25202.525,852
185,2026-02-09 08:15:00+00:00,25201.0,25211.0,25187.5,25191.0,2078.0,25198.5,1126
186,2026-02-09 08:18:00+00:00,25191.75,25202.0,25183.0,25196.0,1581.0,25192.1,838
187,2026-02-09 08:21:00+00:00,25195.75,25200.25,25180.25,25183.0,1474.0,25187.85,848
188,2026-02-09 08:24:00+00:00,25182.5,25189.5,25177.25,25187.5,1602.0,25183.15,895
189,2026-02-09 08:27:00+00:00,25187.25,25188.0,25175.25,25181.25,879.0,25181.1,540
190,2026-02-09 08:30:00+00:00,25181.0,25181.5,25169.25,25170.25,1650.0,25174.875,814
191,2026-02-09 08:33:00+00:00,25170.25,25173.5,25147.5,25170.0,3196.0,25161.25,1691
192,2026-02-09 08:36:00+00:00,25170.0,25186.0,25167.0,25173.25,1875.0,25176.075,987
193,2026-02-09 08:39:00+00:00,25173.5,25180.25,25170.75,25180.25,783.0,25175.825,472
194,2026-02-09 08:42:00+00:00,25179.5,25189.75,25170.0,25172.25,2032.0,25180.475,1101
195,2026-02-09 08:45:00+00:00,25171.25,25179.25,25163.75,25176.75,1113.0,25170.25,598
196,2026-02-09 08:48:00+00:00,25176.0,25183.5,25168.75,25169.25,955.0,25176.175,529
197,2026-02-09 08:51:00+00:00,25170.25,25186.0,25168.5,25182.75,968.0,25179.0,538
198,2026-02-09 08:54:00+00:00,25181.5,25185.0,25174.5,25178.5,726.0,25179.075,417
199,2026-02-09 08:57:00+00:00,25177.5,25177.75,25159.75,25161.25,1212.0,25168.0,621
200,2026-02-09 09:00:00+00:00,25160.0,25177.25,25158.75,25165.0,2185.0,25166.875,1276
201,2026-02-09 09:03:00+00:00,25165.5,25185.5,25165.5,25182.0,1524.0,25176.675,883
202,2026-02-09 09:06:00+00:00,25181.5,25183.0,25169.0,25173.5,1112.0,25174.675,641
203,2026-02-09 09:09:00+00:00,25174.0,25176.5,25163.25,25165.0,857.0,25170.05,459
204,2026-02-09 09:12:00+00:00,25165.75,25168.0,25157.25,25159.5,1105.0,25161.375,597
205,2026-02-09 09:15:00+00:00,25159.0,25170.25,25152.0,25160.5,1377.0,25161.35,729
206,2026-02-09 09:18:00+00:00,25161.5,25170.75,25158.25,25160.75,1162.0,25164.675,645
207,2026-02-09 09:21:00+00:00,25160.0,25162.5,25153.0,25157.0,1138.0,25157.525,643
208,2026-02-09 09:24:00+00:00,25157.25,25161.25,25143.75,25156.5,1659.0,25152.0,865
209,2026-02-09 09:27:00+00:00,25156.75,25166.5,25154.5,25156.5,1007.0,25161.05,558
210,2026-02-09 09:30:00+00:00,25156.0,25162.75,25148.75,25153.5,962.0,25155.975,553
211,2026-02-09 09:33:00+00:00,25153.25,25153.25,25135.25,25137.5,1460.0,25144.2,839
212,2026-02-09 09:36:00+00:00,25137.0,25143.5,25125.75,25126.5,1863.0,25134.3,973
213,2026-02-09 09:39:00+00:00,25126.5,25128.25,25114.0,25114.5,2426.0,25121.1,1226
214,2026-02-09 09:42:00+00:00,25114.75,25131.5,25114.75,25131.5,1412.0,25121.8,795
215,2026-02-09 09:45:00+00:00,25131.0,25138.5,25118.75,25119.75,1683.0,25130.1,965
216,2026-02-09 09:48:00+00:00,25120.0,25127.25,25111.5,25112.25,2014.0,25118.225,1081
217,2026-02-09 09:51:00+00:00,25112.25,25116.75,25104.75,25105.25,1879.0,25109.65,920
218,2026-02-09 09:54:00+00:00,25105.25,25112.75,25080.75,25091.25,2857.0,25095.375,1469
219,2026-02-09 09:57:00+00:00,25091.5,25094.25,25074.0,25087.75,2751.0,25084.75,1479
220,2026-02-09 10:00:00+00:00,25088.0,25094.5,25069.25,25069.75,2222.0,25081.75,1283
221,2026-02-09 10:03:00+00:00,25070.5,25076.5,25056.0,25057.5,2491.0,25066.1,1377
222,2026-02-09 10:06:00+00:00,25057.5,25078.25,25049.5,25075.5,3106.0,25063.6,1794
223,2026-02-09 10:09:00+00:00,25076.0,25087.75,25072.0,25084.25,1350.0,25079.425,761
224,2026-02-09 10:12:00+00:00,25084.5,25088.5,25066.5,25067.25,1437.0,25079.375,850
225,2026-02-09 10:15:00+00:00,25067.0,25067.0,25040.5,25041.25,3082.0,25053.0,1770
226,2026-02-09 10:18:00+00:00,25042.0,25056.25,25038.25,25048.5,1907.0,25045.825,1096
227,2026-02-09 10:21:00+00:00,25048.25,25066.0,25048.25,25049.75,1416.0,25058.125,851
228,2026-02-09 10:24:00+00:00,25049.75,25050.0,25036.5,25044.75,1584.0,25042.825,944
229,2026-02-09 10:27:00+00:00,25043.75,25049.25,25034.5,25038.75,1537.0,25041.65,852
230,2026-02-09 10:30:00+00:00,25039.25,25041.25,25018.0,25018.5,2556.0,25029.15,1455
231,2026-02-09 10:33:00+00:00,25019.75,25020.25,24987.0,24993.25,5674.0,25001.775,2845
232,2026-02-09 10:36:00+00:00,24993.0,25007.75,24982.5,25003.5,4597.0,24994.375,2626
233,2026-02-09 10:39:00+00:00,25003.5,25009.0,24972.75,24979.5,3730.0,24990.15,1969
234,2026-02-09 10:42:00+00:00,24979.75,24989.5,24967.75,24984.75,3823.0,24977.05,2052
235,2026-02-09 10:45:00+00:00,24984.25,25006.0,24979.0,25003.0,3248.0,24995.95,1825
236,2026-02-09 10:48:00+00:00,25003.0,25035.0,24998.5,25034.25,3214.0,25016.1,1691
237,2026-02-09 10:51:00+00:00,25034.25,25054.0,25029.75,25050.25,4417.0,25040.8,2204
238,2026-02-09 10:54:00+00:00,25050.75,25052.25,25030.75,25049.75,2318.0,25040.9,1351
239,2026-02-09 10:57:00+00:00,25049.25,25055.0,25043.5,25044.0,1359.0,25049.575,763
240,2026-02-09 11:00:00+00:00,25045.25,25052.75,25037.25,25043.75,1874.0,25045.3,1089
241,2026-02-09 11:03:00+00:00,25044.25,25048.5,25027.0,25031.25,1762.0,25036.85,1008
242,2026-02-09 11:06:00+00:00,25031.5,25037.75,25020.5,25036.75,1956.0,25029.725,1068
243,2026-02-09 11:09:00+00:00,25036.5,25058.75,25036.5,25046.75,2002.0,25049.125,1118
244,2026-02-09 11:12:00+00:00,25046.75,25048.0,25034.5,25034.75,1435.0,25040.55,761
245,2026-02-09 11:15:00+00:00,25035.0,25046.75,25033.0,25035.0,1331.0,25039.85,739
246,2026-02-09 11:18:00+00:00,25035.0,25037.5,25026.5,25034.0,1831.0,25032.125,892
247,2026-02-09 11:21:00+00:00,25034.0,25045.25,25032.5,25041.25,1149.0,25039.55,641
248,2026-02-09 11:24:00+00:00,25041.5,25046.75,25036.0,25044.75,915.0,25042.175,511
249,2026-02-09 11:27:00+00:00,25045.0,25070.25,25041.5,25065.25,2799.0,25059.3,1399
250,2026-02-09 11:30:00+00:00,25064.75,25072.0,25046.75,25056.5,2463.0,25061.525,1227
251,2026-02-09 11:33:00+00:00,25056.25,25064.5,25048.0,25061.5,1283.0,25056.75,700
252,2026-02-09 11:36:00+00:00,25061.5,25065.25,25051.0,25061.5,1062.0,25059.325,572
253,2026-02-09 11:39:00+00:00,25061.5,25061.5,25043.75,25050.75,1185.0,25052.0,688
254,2026-02-09 11:42:00+00:00,25050.75,25054.75,25042.75,25050.0,957.0,25048.8,548
255,2026-02-09 11:45:00+00:00,25049.25,25055.0,25033.75,25043.75,1441.0,25042.8,800
256,2026-02-09 11:48:00+00:00,25043.75,25063.25,25039.0,25059.75,1685.0,25052.05,915
257,2026-02-09 11:51:00+00:00,25060.5,25062.25,25046.25,25054.0,1261.0,25054.2,674
258,2026-02-09 11:54:00+00:00,25054.0,25062.5,25051.5,25057.5,1179.0,25056.95,623
259,2026-02-09 11:57:00+00:00,25058.0,25058.75,25045.75,25047.5,1797.0,25051.925,922
260,2026-02-09 12:00:00+00:00,25049.25,25056.25,25014.5,25024.0,4593.0,25033.45,2479
261,2026-02-09 12:03:00+00:00,25024.25,25063.75,25023.75,25058.5,3084.0,25044.25,1659
262,2026-02-09 12:06:00+00:00,25058.75,25071.75,25049.75,25068.25,2666.0,25063.625,1388
263,2026-02-09 12:09:00+00:00,25069.0,25097.0,25068.0,25092.75,3882.0,25086.225,1888
264,2026-02-09 12:12:00+00:00,25092.25,25099.5,25089.5,25096.25,2008.0,25094.925,1054
265,2026-02-09 12:15:00+00:00,25095.5,25097.0,25075.25,25076.0,1739.0,25087.4,941
266,2026-02-09 12:18:00+00:00,25076.0,25090.25,25061.75,25090.0,2375.0,25076.075,1399
267,2026-02-09 12:21:00+00:00,25089.5,25094.75,25082.25,25084.75,1676.0,25089.175,871
268,2026-02-09 12:24:00+00:00,25084.75,25092.0,25080.0,25088.75,1077.0,25086.975,576
269,2026-02-09 12:27:00+00:00,25089.0,25096.0,25080.5,25091.5,1272.0,25089.275,707
270,2026-02-09 12:30:00+00:00,25091.75,25095.5,25078.75,25084.5,1593.0,25087.05,822
271,2026-02-09 12:33:00+00:00,25084.75,25093.25,25077.5,25088.0,998.0,25086.125,550
272,2026-02-09 12:36:00+00:00,25088.75,25092.25,25083.75,25089.0,806.0,25087.85,440
